,display_size,Resolution,Processor,RAM,Hard_Drive,Battery_Life,Price,Brand,Weight,Color,Processor_Brand,Processor_Count
238,15.6,1920 x 1080 Pixels,2.0,16.0,512.0,7.0,738.99,HP,4.0,Silver,AMD,8.0
239,15.6,1920 x 1080 Pixels,4.2,16.0,512.0,6.0,769.99,Dell,6.0,Silver,Intel,4.0
240,14.0,1366 x 768 Pixels,2.4,8.0,128.0,9.0,432.56,HP,3.0,Silver,AMD,2.0
241,14.0,1366 x 768 Pixels,2.8,64.0,64.0,11.0,356.99,HP,3.0,Gold,Intel,2.0
242,15.6,1920 x 1080 Pixels,1.1,4.0,128.0,6.0,359.0,HP,3.0,Silver,Intel,2.0
243,15.6,1366 x 768 Pixels,1.6,8.0,256.0,8.0,609.99,Dell,4.0,Black,Intel,4.0
244,15.6,1920 x 1080 Pixels,2.4,16.0,128.0,8.0,819.0,Dell,3.0,Black,Intel,4.0
245,14.0,1920 x 1080 Pixels,2.8,32.0,1000.0,5.0,1148.88,Dell,3.0,Gray,Intel,4.0
246,15.6,1920 x 1080 Pixels,2.2,4.0,64.0,10.0,429.0,Lenovo,4.0,Silver,Intel,2.0
247,15.6,1366 x 768 Pixels,2.0,16.0,128.0,8.0,499.99,Dell,3.0,Black,Intel,2.0
248,15.6,1920 x 1080 Pixels,2.1,12.0,128.0,8.0,649.0,ASUS,3.0,Silver,AMD,4.0
249,15.6,1366 x 768 Pixels,1.0,12.0,128.0,8.0,625.0,Lenovo,3.0,Almond,Intel,4.0
250,15.6,1024*600,2.1,8.0,256.0,10.0,499.99,HP,3.0,Silver,AMD,2.0
251,14.0,1366 x 768 Pixels,2.3,32.0,128.0,8.0,669.0,HP,3.0,Silver,AMD,2.0
252,17.3,1920 x 1080 Pixels,3.5,8.0,256.0,5.0,794.99,ASUS,5.0,Silver,AMD,2.0
253,14.0,1920 x 1080 Pixels,2.4,4.0,64.0,6.0,249.0,LincPlus,3.0,White,Intel,2.0
254,14.0,1920 x 1080 Pixels,2.4,8.0,256.0,10.0,369.98,IProda,3.0,Silver,Intel,2.0
255,15.6,1920 x 1080 Pixels,4.2,8.0,512.0,8.0,599.0,HP,4.0,Silver,Intel,4.0
256,15.6,1366 x 768 Pixels,1.2,16.0,128.0,10.0,459.0,HP,3.0,Silver,Intel,2.0
257,15.6,1920 x 1080 Pixels,3.5,8.0,128.0,8.0,549.99,Dell,6.0,Silver,AMD,2.0
258,15.6,1366 x 768 Pixels,2.4,4.0,512.0,10.0,429.0,HP,3.0,Red,Intel,4.0
259,17.3,1600 x 900 Pixels,4.1,16.0,512.0,8.0,779.9,HP,4.0,Silver,Intel,2.0
260,15.6,1920 x 1080 Pixels,1.6,4.0,64.0,6.0,299.0,Broage,3.0,Silver,Intel,2.0
261,14.0,1920 x 1080 Pixels,2.4,8.0,128.0,8.0,449.0,IdeaPad,6.0,Silver,AMD,2.0
262,14.0,1366 x 768 Pixels,1.2,4.0,64.0,8.0,399.99,HP,3.0,Black,AMD,2.0
263,17.3,1600 x 900 Pixels,4.0,32.0,256.0,8.0,949.0,HP,5.0,Silver,AMD,6.0
264,14.0,1366 x 768 Pixels,2.6,16.0,128.0,8.0,629.0,HP,4.0,Silver,AMD,2.0
265,17.3,1600 x 900 Pixels,1.0,8.0,128.0,8.0,619.0,Acer,6.0,Silver,Intel,4.0
266,15.6,1920 x 1080 Pixels,2.4,32.0,128.0,8.0,1379.95,Oemgenuine,3.0,Black,Intel,4.0
267,15.6,1920 x 1080 Pixels,2.1,8.0,128.0,8.0,819.99,HP,5.0,Black,AMD,4.0
268,11.6,1366 x 768 Pixels,2.1,4.0,64.0,10.0,209.99,Lenovo,2.0,White,Intel,4.0
269,17.3,1920 x 1080 Pixels,4.2,8.0,512.0,8.0,749.88,Acer,4.0,Silver,Intel,4.0
270,15.6,1366 x 768 Pixels,2.0,16.0,128.0,8.0,499.99,Dell,3.0,Black,Intel,2.0
271,15.6,1366 x 768 Pixels,1.1,16.0,512.0,10.0,639.0,HP,3.0,Red,Intel,2.0
272,15.6,1920 x 1080 Pixels,2.1,8.0,256.0,9.0,549.0,HP,4.0,Silver,AMD,6.0
273,14.0,2K,1.6,4.0,64.0,14.0,282.88,HP,3.0,Silver,Intel,2.0
274,11.6,1366 x 768 Pixels,1.1,4.0,128.0,8.0,456.9,HP,3.0,Silver,Intel,4.0
275,15.6,1920 x 1080 Pixels,4.7,32.0,128.0,8.0,1219.0,HP,3.0,Silver,Intel,4.0
276,14.0,1366 x 768 Pixels,1.2,4.0,64.0,9.0,254.99,HP,3.0,Gold,AMD,2.0
277,17.3,1920 x 1080 Pixels,2.3,20.0,128.0,8.0,899.0,ASUS,5.0,Silver,AMD,4.0
278,15.6,1920 x 1080 Pixels,1.2,8.0,512.0,8.0,499.0,Lenovo,4.0,Gray,Intel,2.0
279,14.0,1366 x 768 Pixels,1.1,4.0,64.0,9.0,329.99,HP,3.0,Gold,Intel,2.0
280,14.0,1920 x 1080 Pixels,2.3,8.0,256.0,5.0,609.0,Dell,3.0,Silver,AMD,6.0
281,15.6,1920 x 1080 Pixels,2.3,32.0,128.0,8.0,859.99,ASUS,5.0,Black,Intel,4.0
282,15.6,1920 x 1080 Pixels,2.3,32.0,128.0,8.0,859.99,ASUS,5.0,Black,Intel,4.0
283,15.6,1366 x 768 Pixels,1.1,4.0,128.0,14.0,289.0,Lenovo,4.0,Silver,Intel,4.0
284,15.6,1920 x 1080 Pixels,3.6,8.0,512.0,8.0,590.0,ASUS,3.0,Gray,Intel,4.0
285,14.0,1366 x 768 Pixels,1.2,8.0,256.0,8.0,519.0,HP,3.0,Black,Intel,2.0
286,17.3,1920 x 1080 Pixels,4.4,16.0,512.0,9.0,1671.64,Acer,5.0,Black,AMD,8.0
287,15.6,1920 x 1080 Pixels,2.6,16.0,128.0,6.0,578.0,Acer,4.0,Silver,AMD,2.0
288,14.0,1366 x 768 Pixels,3.2,4.0,128.0,8.0,339.0,HP,4.0,Black,AMD,4.0
289,14.0,1920 x 1080 Pixels,1.2,4.0,128.0,8.0,369.0,ASUS,3.0,White,Intel,2.0
290,17.3,1600 x 900 Pixels,4.0,16.0,256.0,8.0,849.99,HP,5.0,Black,AMD,6.0
291,14.0,1366 x 768 Pixels,1.1,8.0,64.0,8.0,379.99,HP,3.0,Black,Intel,2.0
292,15.6,1920 x 1080 Pixels,3.5,8.0,256.0,10.0,469.99,Acer,3.0,Silver,AMD,4.0
293,15.6,1920 x 1080 Pixels,3.3,8.0,128.0,8.0,1199.88,Lenovo,6.0,Silver,AMD,6.0
294,14.0,1366 x 768 Pixels,2.8,4.0,256.0,8.0,373.26,ASUS,3.0,Gray,Intel,2.0
295,14.0,1366 x 768 Pixels,2.1,4.0,128.0,6.0,429.0,Lenovo,3.0,Black,Intel,2.0
296,15.6,1920 x 1080 Pixels,4.2,8.0,512.0,9.0,609.99,HP,4.0,Silver,Intel,4.0
297,15.6,1920 x 1080 Pixels,1.0,16.0,128.0,10.0,741.0,Dell,5.0,Silver,Intel,4.0
298,15.6,1920 x 1080 Pixels,1.1,16.0,128.0,8.0,399.0,HP,7.0,Silver,Intel,2.0
299,14.0,1366 x 768 Pixels,4.1,4.0,128.0,8.0,519.0,Dell,3.0,Black,Intel,2.0
300,14.0,1366 x 768 Pixels,2.6,4.0,128.0,12.0,317.65,HP,3.0,White,Intel,2.0
301,15.6,1920 x 1080 Pixels,4.1,12.0,256.0,8.0,499.99,Acer,4.0,Silver,Intel,2.0
302,15.6,1920 x 1080 Pixels,2.5,16.0,64.0,6.0,959.99,ASUS,5.0,Black,Intel,4.0
303,15.6,1920 x 1080 Pixels,1.1,4.0,128.0,8.0,339.0,HP,3.0,Silver,Intel,2.0
304,15.6,1366 x 768 Pixels,2.0,16.0,256.0,8.0,599.99,HP,3.0,Silver,Intel,2.0
305,15.6,1920 x 1080 Pixels,4.7,16.0,512.0,8.0,999.99,HP,3.0,Silver,Intel,4.0
306,13.3,4K,1.1,8.0,256.0,8.0,279.99,ALLDOCUBE,3.0,Silver,Intel,2.0
307,14.0,1920 x 1080 Pixels,1.2,8.0,256.0,8.0,462.7,HP,3.0,Silver,Intel,2.0
308,15.6,1920 x 1080 Pixels,2.1,8.0,512.0,5.0,555.0,ASUS,3.0,Silver,AMD,2.0
309,15.6,1920 x 1080 Pixels,1.0,12.0,512.0,8.0,699.0,ASUS,3.0,Silver,Intel,4.0
310,15.6,1920 x 1080 Pixels,2.9,12.0,256.0,8.0,469.99,DERE,2.0,Red,Intel,4.0
311,11.6,1366 x 768 Pixels,2.1,4.0,64.0,10.0,209.99,Lenovo,2.0,White,Intel,1.0
312,15.6,1920 x 1080 Pixels,4.2,12.0,512.0,8.0,639.49,Lenovo,6.0,Gray,Intel,4.0
313,15.6,1366 x 768 Pixels,1.1,4.0,128.0,14.0,289.0,Lenovo,4.0,Silver,Intel,4.0
314,15.6,1366 x 768 Pixels,2.8,4.0,128.0,10.0,375.99,Dell,5.0,Silver,Intel,2.0
315,11.6,1366 x 768 Pixels,1.1,4.0,64.0,3.0,289.0,HP,3.0,Silver,Intel,2.0
316,15.6,1920 x 1080 Pixels,3.5,16.0,512.0,6.0,749.0,Acer,4.0,Silver,AMD,2.0
317,15.6,1920 x 1080 Pixels,2.5,8.0,256.0,8.0,899.0,HP,4.0,Black,Intel,4.0
318,15.6,1920 x 1080 Pixels,1.0,16.0,256.0,10.0,549.99,Gateway,4.0,Gold,Intel,4.0
319,15.6,1920 x 1080 Pixels,4.2,8.0,256.0,8.0,599.99,HP,5.0,Silver,Intel,4.0
320,11.6,2K,3.6,4.0,128.0,8.0,416.0,Dell,2.0,Silver,AMD,2.0
321,15.6,1920 x 1080 Pixels,1.2,20.0,512.0,8.0,741.99,ASUS,3.0,Gray,Intel,4.0
322,17.3,1920 x 1080 Pixels,1.0,12.0,128.0,8.0,713.0,HP,5.0,Silver,Intel,1.0
323,14.0,1920 x 1080 Pixels,3.6,20.0,512.0,9.0,699.99,Lenovo,3.0,Gray,Intel,4.0
324,17.3,1600 x 900 Pixels,1.0,16.0,256.0,8.0,809.99,HP,5.0,Gold,Intel,4.0
325,14.0,1920 x 1080 Pixels,2.4,8.0,128.0,8.0,449.0,IdeaPad,6.0,Silver,AMD,2.0
326,17.3,1920 x 1080 Pixels,2.3,16.0,512.0,8.0,1349.0,MSI,5.0,Black,Intel,8.0
327,15.6,1920 x 1080 Pixels,1.1,8.0,128.0,9.0,429.0,HP,3.0,Black,Intel,2.0
328,17.3,1600 x 900 Pixels,3.9,24.0,128.0,8.0,999.0,ASUS,5.0,Silver,Intel,4.0
329,14.0,1366 x 768 Pixels,1.1,4.0,64.0,8.0,349.0,HP,3.0,White,Intel,2.0
330,15.6,1366 x 768 Pixels,1.2,8.0,256.0,7.0,554.8,HP,3.0,Silver,Intel,2.0
331,15.6,1920 x 1080 Pixels,2.4,16.0,512.0,8.0,1169.0,Lenovo,3.0,Silver,Intel,1.0
332,17.3,1920 x 1080 Pixels,4.6,16.0,512.0,8.0,1849.0,ASUS,5.0,Gray,AMD,8.0
333,15.6,1920 x 1080 Pixels,2.1,16.0,128.0,8.0,939.0,Dell,4.0,Silver,Intel,4.0
334,15.6,1920 x 1080 Pixels,2.4,8.0,256.0,3.0,746.0,HP,6.0,Black,Intel,4.0
335,17.3,1920 x 1080 Pixels,2.1,16.0,128.0,3.0,889.99,HP,6.0,Silver,AMD,6.0
336,11.6,1366 x 768 Pixels,1.1,4.0,64.0,3.0,309.99,HP,2.0,White,Intel,2.0
337,15.6,1920 x 1080 Pixels,1.0,16.0,256.0,10.0,549.99,Gateway,4.0,Gold,Intel,4.0
338,15.6,1920 x 1080 Pixels,5.0,16.0,512.0,6.0,1559.0,Acer,4.0,Black,Intel,6.0
339,14.0,1366 x 768 Pixels,2.3,16.0,256.0,3.0,539.0,HP,3.0,Black,AMD,2.0
340,14.0,1366 x 768 Pixels,2.2,4.0,32.0,9.0,230.0,HP,3.0,Gray,AMD,2.0
341,15.6,1920 x 1080 Pixels,2.9,12.0,512.0,3.0,449.99,DERE,5.0,Red,Intel,4.0
342,15.6,1920 x 1080 Pixels,4.1,16.0,512.0,14.0,839.99,Lenovo,3.0,Gray,AMD,8.0
343,17.3,1600 x 900 Pixels,3.9,24.0,128.0,8.0,999.0,ASUS,5.0,Silver,Intel,4.0
344,17.3,1920 x 1080 Pixels,2.6,12.0,512.0,8.0,699.0,ASUS,6.0,Silver,AMD,2.0
345,14.0,2K,1.1,4.0,32.0,10.0,205.0,HP,11.0,Gray,Intel,2.0
346,15.6,1920 x 1080 Pixels,9.0,12.0,256.0,3.0,587.0,Dell,1.0,Black,Intel,4.0
347,15.6,2K,2.1,8.0,256.0,11.0,1249.0,Microsoft,3.0,Black,AMD,4.0
348,15.6,1366 x 768 Pixels,1.1,4.0,128.0,3.0,369.0,Dell,3.0,Black,Intel,4.0
349,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,8.0,358.0,BiTECOOL,3.0,Silver,Intel,4.0
350,14.0,1920 x 1080 Pixels,1.8,16.0,512.0,3.0,899.0,Lenovo,3.0,Silver,AMD,8.0
351,15.6,1366 x 768 Pixels,2.6,4.0,256.0,9.0,468.0,Lenovo,4.0,Black,AMD,1.0
352,14.0,1366 x 768 Pixels,2.2,4.0,32.0,9.0,230.0,HP,3.0,Gray,AMD,2.0
353,17.3,1920 x 1080 Pixels,2.6,12.0,512.0,8.0,699.0,ASUS,6.0,Silver,AMD,2.0
354,14.0,2K,1.1,4.0,32.0,10.0,205.0,HP,11.0,Gray,Intel,2.0
355,15.6,1920 x 1080 Pixels,9.0,12.0,256.0,3.0,587.0,Dell,1.0,Black,Intel,4.0
356,15.6,1366 x 768 Pixels,1.1,4.0,128.0,3.0,369.0,Dell,3.0,Black,Intel,4.0
357,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,8.0,358.0,BiTECOOL,3.0,Gray,Intel,4.0
358,14.0,1920 x 1080 Pixels,1.8,16.0,512.0,3.0,899.0,Lenovo,3.0,Gray,AMD,8.0
359,15.6,1366 x 768 Pixels,2.6,4.0,256.0,9.0,468.0,Lenovo,4.0,Black,AMD,1.0
360,15.6,1920 x 1080 Pixels,2.1,8.0,256.0,7.0,519.99,Dell,4.0,Black,Intel,4.0
361,14.0,1366 x 768 Pixels,2.6,4.0,64.0,14.0,274.89,HP,1.0,Gray,Intel,2.0
362,15.6,1920 x 1080 Pixels,2.6,8.0,512.0,3.0,525.0,ASUS,3.0,Gray,AMD,2.0
363,14.0,1366 x 768 Pixels,1.1,4.0,128.0,8.0,321.0,Lenovo,4.0,Gray,Intel,2.0
364,15.6,1920 x 1080 Pixels,4.2,8.0,256.0,3.0,619.99,Dell,4.0,Black,Intel,4.0
365,14.0,1920 x 1080 Pixels,2.4,4.0,64.0,8.0,269.0,LincPlus,3.0,Gray,Intel,2.0
366,14.0,2K,4.7,8.0,128.0,4.0,1549.99,LG,2.0,Black,Intel,4.0
367,14.0,1366 x 768 Pixels,2.3,16.0,128.0,3.0,589.0,HP,3.0,Black,AMD,2.0
368,15.6,1366 x 768 Pixels,2.4,4.0,32.0,10.0,217.98,ASUS,3.0,Silver,Intel,2.0
369,10.1,1366 x 768 Pixels,2.3,24.0,128.0,3.0,399.0,Dell,3.0,Black,Intel,6.0
370,15.6,1280 x 800 Pixels,2.3,16.0,512.0,5.0,1949.0,Microsoft,3.0,Black,AMD,4.0
371,15.6,1920 x 1080 Pixels,2.0,24.0,128.0,8.0,1049.99,Lenovo,3.0,Gray,Intel,8.0
372,17.3,1600 x 900 Pixels,1.0,8.0,128.0,3.0,619.0,Acer,6.0,Gray,Intel,4.0
373,15.6,1920 x 1080 Pixels,2.9,12.0,512.0,3.0,449.99,DERE,5.0,Red,Intel,4.0
374,15.6,1920 x 1080 Pixels,2.8,8.0,512.0,3.0,945.99,HP,4.0,Blue,Intel,2.0
375,15.6,1920 x 1080 Pixels,1.1,4.0,64.0,3.0,379.0,Acer,4.0,Silver,Intel,2.0
376,15.6,1920 x 1080 Pixels,2.0,16.0,512.0,12.0,829.99,Lenovo,5.0,Gray,AMD,8.0
377,14.0,2K,3.5,8.0,256.0,3.0,464.0,VivoBook,3.0,Gray,AMD,2.0
378,14.0,1366 x 768 Pixels,1.1,4.0,128.0,3.0,315.0,ASUS,2.0,Pink,Intel,2.0
379,15.6,1366 x 768 Pixels,1.2,16.0,256.0,3.0,569.99,Dell,4.0,Gray,Intel,2.0
380,14.0,2K,3.9,4.0,128.0,10.0,499.0,Dell,2.0,Gray,Intel,1.0
381,15.6,1920 x 1080 Pixels,1.8,8.0,128.0,8.0,609.0,Broage,4.0,Gray,Intel,4.0
382,17.3,1920 x 1080 Pixels,9.0,12.0,512.0,3.0,729.0,HP,1.0,Silver,Intel,4.0
383,14.0,1366 x 768 Pixels,4.1,8.0,256.0,9.0,499.0,HP,3.0,Silver,Intel,2.0
384,11.6,1366 x 768 Pixels,1.1,4.0,32.0,12.0,299.0,HP,2.0,Black,Intel,2.0
385,14.0,1366 x 768 Pixels,3.9,8.0,256.0,3.0,579.96,Dell,3.0,Gray,Intel,4.0
386,15.6,1920 x 1080 Pixels,3.0,8.0,128.0,8.0,469.05,Acer,4.0,Silver,Intel,2.0
387,17.3,2K,4.7,16.0,256.0,4.0,1761.66,LG,2.0,Black,Intel,4.0
388,14.0,1366 x 768 Pixels,2.8,4.0,64.0,14.0,359.95,HP,3.0,Gold,Intel,2.0
389,15.6,1920 x 1080 Pixels,2.5,16.0,128.0,3.0,929.99,MSI,4.0,Black,Intel,4.0
390,11.6,1366 x 768 Pixels,1.1,4.0,64.0,3.0,349.99,Gateway,2.0,Black,Intel,2.0
391,15.6,1920 x 1080 Pixels,1.3,12.0,256.0,3.0,999.0,Lenovo,3.0,Gray,Intel,4.0
392,15.6,1920 x 1080 Pixels,4.2,16.0,512.0,3.0,1565.89,ASUS,5.0,Gray,AMD,8.0
393,10.1,2K,1.44,4.0,32.0,5.0,199.99,HBESTORE,2.0,Black,Intel,4.0
394,15.6,1920 x 1080 Pixels,2.1,8.0,256.0,6.0,529.99,Lenovo,4.0,Gray,AMD,4.0
395,15.6,1366 x 768 Pixels,3.2,8.0,128.0,9.0,459.0,HP,3.0,Gold,AMD,2.0
396,14.0,2K,2.2,8.0,256.0,3.0,284.98,HP,3.0,Silver,Intel,1.0
397,13.3,1920 x 1080 Pixels,4.7,16.0,512.0,3.0,1099.99,ASUS,2.0,Black,Intel,1.0
398,15.6,1920 x 1080 Pixels,4.7,8.0,512.0,3.0,810.99,ASUS,3.0,Gray,Intel,4.0
399,13.3,1920 x 1080 Pixels,1.6,8.0,256.0,3.0,779.0,Laptop,10.0,Silver,Intel,2.0
400,15.6,1366 x 768 Pixels,2.7,8.0,256.0,3.0,427.0,Dell,4.0,Black,Intel,2.0
401,15.6,1366 x 768 Pixels,1.1,8.0,128.0,3.0,429.0,Dell,3.0,Black,Intel,2.0
402,14.0,1920 x 1080 Pixels,2.1,16.0,256.0,3.0,833.0,Lenovo,3.0,Gray,AMD,6.0
403,14.0,1920 x 1080 Pixels,1.8,8.0,128.0,8.0,299.22,Avita,4.0,Black,AMD,2.0
404,15.6,1920 x 1080 Pixels,2.8,32.0,128.0,3.0,1249.0,Dell,3.0,Silver,Intel,4.0
405,14.0,1920 x 1080 Pixels,2.1,8.0,512.0,3.0,519.99,Lenovo,3.0,Blue,AMD,1.0
406,15.6,1920 x 1080 Pixels,1.2,16.0,128.0,3.0,1129.99,ASUS,3.0,Black,Intel,4.0
407,15.6,1920 x 1080 Pixels,4.2,16.0,256.0,11.0,1129.99,Lenovo,3.0,Black,Intel,4.0
408,14.0,1920 x 1080 Pixels,2.3,16.0,64.0,10.0,879.0,Lenovo,3.0,Gray,AMD,6.0
409,15.6,1366 x 768 Pixels,2.3,4.0,128.0,3.0,419.0,Dell,3.0,Gray,Intel,2.0
410,15.6,1366 x 768 Pixels,1.1,4.0,128.0,3.0,399.0,Dell,3.0,Black,Intel,4.0
411,15.6,1920 x 1080 Pixels,2.1,4.0,256.0,3.0,699.99,Lenovo,5.0,Black,AMD,6.0
412,15.6,1920 x 1080 Pixels,4.2,16.0,512.0,3.0,1099.99,Dell,3.0,Silver,Intel,4.0
413,14.0,1366 x 768 Pixels,3.0,8.0,256.0,9.0,468.0,HP,4.0,Silver,Intel,2.0
414,13.3,1920 x 1080 Pixels,2.7,8.0,256.0,6.0,425.0,Bmax,2.0,Black,Intel,2.0
415,14.0,1366 x 768 Pixels,1.1,4.0,64.0,11.0,273.0,HP,3.0,Gray,Intel,2.0
416,14.0,1920 x 1080 Pixels,3.3,8.0,128.0,3.0,419.0,HP,3.0,Silver,Intel,4.0
417,14.0,1366 x 768 Pixels,2.4,4.0,128.0,3.0,399.0,Lenovo,3.0,Gray,AMD,2.0
418,11.6,1366 x 768 Pixels,2.4,4.0,32.0,10.0,166.9,ASUS,2.0,Gray,Intel,2.0
419,17.3,1600 x 900 Pixels,1.0,16.0,256.0,3.0,809.99,HP,5.0,Gold,Intel,4.0
420,14.0,1920 x 1080 Pixels,2.1,8.0,512.0,9.0,599.0,ASUS,3.0,Gray,AMD,4.0
421,14.0,1920 x 1080 Pixels,4.2,16.0,512.0,14.0,839.99,Lenovo,3.0,Gray,Intel,6.0
422,14.0,1920 x 1080 Pixels,2.3,16.0,128.0,3.0,1177.99,ASUS,3.0,Gray,AMD,8.0
423,17.3,1600 x 900 Pixels,1.0,8.0,128.0,3.0,655.0,Lenovo,4.0,Blue,Intel,4.0
424,17.3,1920 x 1080 Pixels,2.2,16.0,128.0,3.0,2235.0,Alienware,6.0,White,Intel,8.0
425,15.6,1920 x 1080 Pixels,1.6,16.0,512.0,10.0,1116.99,Lenovo,3.0,Black,Intel,4.0
426,15.6,1920 x 1080 Pixels,4.2,16.0,512.0,11.0,1129.69,Lenovo,3.0,Black,Intel,4.0
427,15.6,1920 x 1080 Pixels,2.1,8.0,256.0,3.0,549.0,Dell,4.0,Gray,AMD,4.0
428,14.0,1366 x 768 Pixels,3.2,8.0,128.0,3.0,439.0,HP,3.0,Black,AMD,2.0
429,15.6,1920 x 1080 Pixels,2.3,8.0,512.0,3.0,660.0,HP,3.0,Gray,AMD,6.0
430,14.0,1366 x 768 Pixels,1.6,4.0,64.0,5.0,259.0,Lenovo,3.0,Gray,AMD,2.0
431,15.6,1920 x 1080 Pixels,2.5,8.0,256.0,3.0,356.0,Yonader,3.0,Gray,Intel,1.0
432,14.0,1366 x 768 Pixels,1.6,4.0,64.0,5.0,259.0,Lenovo,3.0,Gray,AMD,2.0
433,15.6,1920 x 1080 Pixels,2.5,8.0,256.0,3.0,356.0,Yonader,3.0,Gray,Intel,1.0
434,13.3,1920 x 1080 Pixels,1.3,8.0,64.0,4.0,1089.0,Samsung Electronics,2.0,Blue,Intel,1.0
435,15.6,1920 x 1080 Pixels,1.0,16.0,256.0,10.0,549.9,Gateway,4.0,Gold,Intel,4.0
436,15.6,1366 x 768 Pixels,1.8,16.0,512.0,7.0,814.99,HP,3.0,Gray,AMD,8.0
437,15.6,1920 x 1080 Pixels,2.6,8.0,512.0,7.0,959.98,MSI Inc.,4.0,Black,Intel,6.0
438,14.0,1920 x 1080 Pixels,2.8,32.0,1000.0,5.0,1148.88,Dell,3.0,Gray,Intel,4.0
439,15.6,1920 x 1080 Pixels,2.1,8.0,256.0,3.0,599.99,Lenovo,5.0,Black,AMD,6.0
440,14.0,1366 x 768 Pixels,2.6,4.0,32.0,3.0,249.0,HP,3.0,Gray,Intel,2.0
441,15.6,1920 x 1080 Pixels,1.3,12.0,256.0,8.0,799.0,HP,3.0,Gray,Intel,4.0
442,15.6,1366 x 768 Pixels,1.8,4.0,128.0,3.0,398.0,Dell,4.0,Black,Intel,2.0
443,15.6,1920 x 1080 Pixels,2.6,8.0,256.0,3.0,564.0,Dell,6.0,Gray,Intel,2.0
444,14.0,1366 x 768 Pixels,1.1,4.0,32.0,3.0,299.0,HP,3.0,Gray,Intel,2.0
445,15.6,1920 x 1080 Pixels,1.8,16.0,256.0,3.0,1047.62,Lenovo,3.0,Black,AMD,8.0
446,15.6,1920 x 1080 Pixels,1.0,16.0,256.0,10.0,519.0,Gateway,2.0,Blue,AMD,2.0
447,17.3,1920 x 1080 Pixels,1.6,8.0,512.0,6.0,750.0,HP,5.0,Silver,Intel,4.0
448,14.0,1366 x 768 Pixels,2.6,16.0,512.0,3.0,529.0,HP,4.0,Silver,AMD,2.0
449,14.0,1366 x 768 Pixels,2.6,4.0,128.0,8.0,364.97,HP,3.0,Gray,AMD,2.0
450,11.6,1366 x 768 Pixels,2.8,4.0,128.0,5.0,249.0,CHUWI,1.0,Gray,Intel,4.0
451,14.0,1920 x 1080 Pixels,3.9,8.0,256.0,3.0,460.0,HP,4.0,Gray,Intel,1.0
452,13.3,1920 x 1080 Pixels,4.0,16.0,512.0,8.0,675.0,Emerald Computers,2.0,Gray,Intel,8.0
453,15.6,1920 x 1080 Pixels,2.0,8.0,256.0,7.0,510.0,HP,3.0,Gray,AMD,4.0
454,11.6,1366 x 768 Pixels,1.1,4.0,64.0,11.0,388.0,Dell,3.0,Gray,Intel,4.0
455,17.3,1920 x 1080 Pixels,4.6,16.0,128.0,3.0,1499.99,ASUS,5.0,Gray,Intel,8.0
456,17.3,1600 x 900 Pixels,1.3,40.0,256.0,3.0,1299.0,ASUS,5.0,Gray,Intel,4.0
457,11.6,1366 x 768 Pixels,2.0,4.0,32.0,3.0,209.99,Acer,2.0,Gray,Intel,8.0
458,15.6,1920 x 1080 Pixels,1.5,8.0,128.0,3.0,312.99,Huashe,4.0,Gray,Intel,4.0
459,14.0,1366 x 768 Pixels,2.4,8.0,128.0,3.0,459.99,HP,4.0,Silver,Intel,2.0
460,17.3,1920 x 1080 Pixels,3.9,8.0,128.0,1.0,667.98,ASUS,6.0,Gray,Intel,4.0
461,17.3,2K,2.4,16.0,128.0,3.0,1359.0,Dell,5.0,Silver,Intel,4.0
462,15.6,1366 x 768 Pixels,2.1,8.0,256.0,3.0,529.0,Lenovo,4.0,Blue,Intel,4.0
463,14.0,1920 x 1080 Pixels,1.6,8.0,256.0,3.0,799.0,Lenovo,7.0,Mica,Intel,4.0
464,14.0,1366 x 768 Pixels,2.8,4.0,64.0,9.0,279.99,HP,3.0,Gold,Intel,1.0
465,17.3,1920 x 1080 Pixels,2.5,8.0,512.0,3.0,899.0,MSI,4.0,Gray,Intel,4.0
466,15.6,1366 x 768 Pixels,1.6,8.0,128.0,12.0,569.99,HP,4.0,Silver,Intel,1.0
467,15.6,1920 x 1080 Pixels,1.0,16.0,256.0,10.0,519.0,Gateway,2.0,Blue,AMD,2.0
468,14.0,1920 x 1080 Pixels,4.1,16.0,512.0,3.0,784.0,Lenovo,3.0,Gray,AMD,8.0
469,15.6,1920 x 1080 Pixels,2.6,4.0,256.0,3.0,477.0,HP,3.0,Gray,Intel,2.0
470,15.6,1920 x 1080 Pixels,3.0,8.0,256.0,3.0,758.0,Acer,5.0,Black,AMD,2.0
471,14.0,1366 x 768 Pixels,2.8,4.0,64.0,9.0,279.99,HP,3.0,Gold,Intel,1.0
472,15.6,1920 x 1080 Pixels,4.5,16.0,128.0,9.0,976.99,Acer,2.0,Gray,Intel,4.0
473,15.6,1366 x 768 Pixels,2.1,8.0,256.0,3.0,529.0,Lenovo,4.0,Blue,Intel,4.0
474,14.0,1366 x 768 Pixels,1.1,4.0,64.0,9.0,375.0,HP,3.0,Gray,Intel,2.0
475,14.0,1920 x 1080 Pixels,1.6,8.0,256.0,3.0,799.0,Lenovo,7.0,Mica,Intel,4.0
476,17.3,1920 x 1080 Pixels,2.5,8.0,512.0,3.0,899.0,MSI,4.0,Gray,Intel,4.0
